Sexo;Comunidades y Ciudades Autónomas;Tipo de sector;Periodo;Total
Mujeres;06 Cantabria;Empleo público;2019T3;26,9
Mujeres;06 Cantabria;Empleo público;2019T2;26,9
Mujeres;06 Cantabria;Empleo público;2019T1;24,5
Mujeres;06 Cantabria;Empleo público;2018T4;24,7
Mujeres;06 Cantabria;Empleo público;2018T3;27,6
Mujeres;06 Cantabria;Empleo público;2018T2;26,0
Mujeres;06 Cantabria;Empleo público;2018T1;24,1
Mujeres;06 Cantabria;Empleo público;2017T4;23,0
Mujeres;06 Cantabria;Empleo público;2017T3;23,2
Mujeres;06 Cantabria;Empleo público;2017T2;22,6
Mujeres;06 Cantabria;Empleo público;2017T1;24,1
Mujeres;06 Cantabria;Empleo público;2016T4;24,5
Mujeres;06 Cantabria;Empleo público;2016T3;24,6
Mujeres;06 Cantabria;Empleo público;2016T2;25,5
Mujeres;06 Cantabria;Empleo público;2016T1;22,8
Mujeres;06 Cantabria;Empleo público;2015T4;23,3
Mujeres;06 Cantabria;Empleo público;2015T3;21,6
Mujeres;06 Cantabria;Empleo público;2015T2;20,3
Mujeres;06 Cantabria;Empleo público;2015T1;20,1
Mujeres;06 Cantabria;Empleo público;2014T4;21,5
Mujeres;06 Cantabria;Empleo público;2014T3;22,1
Mujeres;06 Cantabria;Empleo público;2014T2;22,1
Mujeres;06 Cantabria;Empleo público;2014T1;23,5
Mujeres;06 Cantabria;Empleo público;2013T4;21,7
Mujeres;06 Cantabria;Empleo público;2013T3;22,8
Mujeres;06 Cantabria;Empleo público;2013T2;20,3
Mujeres;06 Cantabria;Empleo público;2013T1;21,8
Mujeres;06 Cantabria;Empleo público;2012T4;23,2
Mujeres;06 Cantabria;Empleo público;2012T3;22,2
Mujeres;06 Cantabria;Empleo público;2012T2;23,2
Mujeres;06 Cantabria;Empleo público;2012T1;25,0
Mujeres;06 Cantabria;Empleo público;2011T4;24,0
Mujeres;06 Cantabria;Empleo público;2011T3;24,2
Mujeres;06 Cantabria;Empleo público;2011T2;24,2
Mujeres;06 Cantabria;Empleo público;2011T1;24,0
Mujeres;06 Cantabria;Empleo público;2010T4;23,8
Mujeres;06 Cantabria;Empleo público;2010T3;24,8
Mujeres;06 Cantabria;Empleo público;2010T2;24,2
Mujeres;06 Cantabria;Empleo público;2010T1;24,1
Mujeres;06 Cantabria;Empleo público;2009T4;24,6
Mujeres;06 Cantabria;Empleo público;2009T3;22,3
Mujeres;06 Cantabria;Empleo público;2009T2;22,4
Mujeres;06 Cantabria;Empleo público;2009T1;22,5
Mujeres;06 Cantabria;Empleo público;2008T4;22,0
Mujeres;06 Cantabria;Empleo público;2008T3;20,8
Mujeres;06 Cantabria;Empleo público;2008T2;18,5
Mujeres;06 Cantabria;Empleo público;2008T1;20,3
Mujeres;06 Cantabria;Empleo público;2007T4;21,4
Mujeres;06 Cantabria;Empleo público;2007T3;21,1
Mujeres;06 Cantabria;Empleo público;2007T2;23,0
Mujeres;06 Cantabria;Empleo público;2007T1;22,1
Mujeres;06 Cantabria;Empleo público;2006T4;23,7
Mujeres;06 Cantabria;Empleo público;2006T3;23,2
Mujeres;06 Cantabria;Empleo público;2006T2;22,8
Mujeres;06 Cantabria;Empleo público;2006T1;21,6
Mujeres;06 Cantabria;Empleo público;2005T4;21,1
Mujeres;06 Cantabria;Empleo público;2005T3;19,6
Mujeres;06 Cantabria;Empleo público;2005T2;18,3
Mujeres;06 Cantabria;Empleo público;2005T1;17,0
Mujeres;06 Cantabria;Empleo público;2004T4;18,6
Mujeres;06 Cantabria;Empleo público;2004T3;21,2
Mujeres;06 Cantabria;Empleo público;2004T2;19,7
Mujeres;06 Cantabria;Empleo público;2004T1;19,4
Mujeres;06 Cantabria;Empleo público;2003T4;20,3
Mujeres;06 Cantabria;Empleo público;2003T3;21,3
Mujeres;06 Cantabria;Empleo público;2003T2;21,0
Mujeres;06 Cantabria;Empleo público;2003T1;19,5
Mujeres;06 Cantabria;Empleo público;2002T4;19,3
Mujeres;06 Cantabria;Empleo público;2002T3;20,5
Mujeres;06 Cantabria;Empleo público;2002T2;18,2
Mujeres;06 Cantabria;Empleo público;2002T1;15,5
Mujeres;07 Castilla y León;Empleo público;2023T1;121,1
Mujeres;07 Castilla y León;Empleo público;2022T4;126,2
Mujeres;07 Castilla y León;Empleo público;2022T3;120,6
Mujeres;07 Castilla y León;Empleo público;2022T2;123,8
Mujeres;07 Castilla y León;Empleo público;2022T1;115,2
Mujeres;07 Castilla y León;Empleo público;2021T4;113,6
Mujeres;07 Castilla y León;Empleo público;2021T3;116,9
Mujeres;07 Castilla y León;Empleo público;2021T2;114,4
Mujeres;07 Castilla y León;Empleo público;2021T1;119,3
Mujeres;07 Castilla y León;Empleo público;2020T4;113,3
Mujeres;07 Castilla y León;Empleo público;2020T3;113,2
Mujeres;07 Castilla y León;Empleo público;2020T2;108,6
Mujeres;07 Castilla y León;Empleo público;2020T1;111,9
Mujeres;07 Castilla y León;Empleo público;2019T4;110,1
Mujeres;07 Castilla y León;Empleo público;2019T3;111,9
Mujeres;07 Castilla y León;Empleo público;2019T2;107,8
Mujeres;07 Castilla y León;Empleo público;2019T1;106,8
Mujeres;07 Castilla y León;Empleo público;2018T4;109,9
Mujeres;07 Castilla y León;Empleo público;2018T3;111,9
Mujeres;07 Castilla y León;Empleo público;2018T2;107,0
Mujeres;07 Castilla y León;Empleo público;2018T1;108,3
Mujeres;07 Castilla y León;Empleo público;2017T4;110,2
Mujeres;07 Castilla y León;Empleo público;2017T3;107,8
Mujeres;07 Castilla y León;Empleo público;2017T2;105,7
Mujeres;07 Castilla y León;Empleo público;2017T1;103,6
Mujeres;07 Castilla y León;Empleo público;2016T4;108,1
Mujeres;07 Castilla y León;Empleo público;2016T3;103,7
Mujeres;07 Castilla y León;Empleo público;2016T2;103,2
Mujeres;07 Castilla y León;Empleo público;2016T1;103,4
Mujeres;07 Castilla y León;Empleo público;2015T4;103,7
Mujeres;07 Castilla y León;Empleo público;2015T3;105,2
Mujeres;07 Castilla y León;Empleo público;2015T2;103,0
Mujeres;07 Castilla y León;Empleo público;2015T1;98,2
Mujeres;07 Castilla y León;Empleo público;2014T4;93,9
Mujeres;07 Castilla y León;Empleo público;2014T3;97,5
Mujeres;07 Castilla y León;Empleo público;2014T2;95,7
Mujeres;07 Castilla y León;Empleo público;2014T1;91,7
Mujeres;07 Castilla y León;Empleo público;2013T4;93,2
Mujeres;07 Castilla y León;Empleo público;2013T3;98,4
Mujeres;07 Castilla y León;Empleo público;2013T2;101,2
Mujeres;07 Castilla y León;Empleo público;2013T1;102,0
Mujeres;07 Castilla y León;Empleo público;2012T4;99,0
Mujeres;07 Castilla y León;Empleo público;2012T3;104,8
Mujeres;07 Castilla y León;Empleo público;2012T2;107,2
Mujeres;07 Castilla y León;Empleo público;2012T1;109,7
Mujeres;07 Castilla y León;Empleo público;2011T4;113,6
Mujeres;07 Castilla y León;Empleo público;2011T3;115,2
Mujeres;07 Castilla y León;Empleo público;2011T2;112,4
Mujeres;07 Castilla y León;Empleo público;2011T1;105,8
Mujeres;07 Castilla y León;Empleo público;2010T4;106,3
Mujeres;07 Castilla y León;Empleo público;2010T3;108,6
Mujeres;07 Castilla y León;Empleo público;2010T2;108,2
Mujeres;07 Castilla y León;Empleo público;2010T1;103,3
Mujeres;07 Castilla y León;Empleo público;2009T4;107,2
Mujeres;07 Castilla y León;Empleo público;2009T3;108,8
Mujeres;07 Castilla y León;Empleo público;2009T2;106,9
Mujeres;07 Castilla y León;Empleo público;2009T1;100,7
Mujeres;07 Castilla y León;Empleo público;2008T4;102,7
Mujeres;07 Castilla y León;Empleo público;2008T3;107,0
Mujeres;07 Castilla y León;Empleo público;2008T2;98,2
Mujeres;07 Castilla y León;Empleo público;2008T1;99,0
Mujeres;07 Castilla y León;Empleo público;2007T4;98,8
Mujeres;07 Castilla y León;Empleo público;2007T3;102,2
Mujeres;07 Castilla y León;Empleo público;2007T2;95,8
Mujeres;07 Castilla y León;Empleo público;2007T1;99,0
Mujeres;07 Castilla y León;Empleo público;2006T4;99,3
Mujeres;07 Castilla y León;Empleo público;2006T3;102,8
Mujeres;07 Castilla y León;Empleo público;2006T2;94,8
Mujeres;07 Castilla y León;Empleo público;2006T1;94,7
Mujeres;07 Castilla y León;Empleo público;2005T4;101,1
Mujeres;07 Castilla y León;Empleo público;2005T3;99,1
Mujeres;07 Castilla y León;Empleo público;2005T2;90,4
Mujeres;07 Castilla y León;Empleo público;2005T1;90,2
Mujeres;07 Castilla y León;Empleo público;2004T4;89,0
Mujeres;07 Castilla y León;Empleo público;2004T3;91,4
Mujeres;07 Castilla y León;Empleo público;2004T2;85,9
Mujeres;07 Castilla y León;Empleo público;2004T1;87,7
Mujeres;07 Castilla y León;Empleo público;2003T4;89,5
Mujeres;07 Castilla y León;Empleo público;2003T3;96,7
Mujeres;07 Castilla y León;Empleo público;2003T2;90,1
Mujeres;07 Castilla y León;Empleo público;2003T1;87,5
Mujeres;07 Castilla y León;Empleo público;2002T4;89,5
Mujeres;07 Castilla y León;Empleo público;2002T3;86,7
Mujeres;07 Castilla y León;Empleo público;2002T2;85,2
Mujeres;07 Castilla y León;Empleo público;2002T1;85,6
Mujeres;08 Castilla - La Mancha;Empleo público;2023T1;88,2
Mujeres;08 Castilla - La Mancha;Empleo público;2022T4;88,1
Mujeres;08 Castilla - La Mancha;Empleo público;2022T3;90,9
Mujeres;08 Castilla - La Mancha;Empleo público;2022T2;94,2
Mujeres;08 Castilla - La Mancha;Empleo público;2022T1;93,4
Mujeres;08 Castilla - La Mancha;Empleo público;2021T4;88,2
Mujeres;08 Castilla - La Mancha;Empleo público;2021T3;89,2
Mujeres;08 Castilla - La Mancha;Empleo público;2021T2;91,8
Mujeres;08 Castilla - La Mancha;Empleo público;2021T1;86,5
Mujeres;08 Castilla - La Mancha;Empleo público;2020T4;88,9
Mujeres;08 Castilla - La Mancha;Empleo público;2020T3;88,2
Mujeres;08 Castilla - La Mancha;Empleo público;2020T2;86,4
Mujeres;08 Castilla - La Mancha;Empleo público;2020T1;84,3
Mujeres;08 Castilla - La Mancha;Empleo público;2019T4;85,1
Mujeres;08 Castilla - La Mancha;Empleo público;2019T3;85,2
Mujeres;08 Castilla - La Mancha;Empleo público;2019T2;80,6
Mujeres;08 Castilla - La Mancha;Empleo público;2019T1;81,8
Mujeres;08 Castilla - La Mancha;Empleo público;2018T4;79,2
Mujeres;08 Castilla - La Mancha;Empleo público;2018T3;79,7
Mujeres;08 Castilla - La Mancha;Empleo público;2018T2;75,1
Mujeres;08 Castilla - La Mancha;Empleo público;2018T1;77,1
Mujeres;08 Castilla - La Mancha;Empleo público;2017T4;83,4
Mujeres;08 Castilla - La Mancha;Empleo público;2017T3;86,3
Mujeres;08 Castilla - La Mancha;Empleo público;2017T2;77,6
Mujeres;08 Castilla - La Mancha;Empleo público;2017T1;80,4
Mujeres;08 Castilla - La Mancha;Empleo público;2016T4;82,2
Mujeres;08 Castilla - La Mancha;Empleo público;2016T3;81,1
Mujeres;08 Castilla - La Mancha;Empleo público;2016T2;77,3
Mujeres;08 Castilla - La Mancha;Empleo público;2016T1;76,4
Mujeres;08 Castilla - La Mancha;Empleo público;2015T4;80,0
Mujeres;08 Castilla - La Mancha;Empleo público;2015T3;80,0
Mujeres;08 Castilla - La Mancha;Empleo público;2015T2;77,8
Mujeres;08 Castilla - La Mancha;Empleo público;2015T1;77,4
Mujeres;08 Castilla - La Mancha;Empleo público;2014T4;69,9
Mujeres;08 Castilla - La Mancha;Empleo público;2014T3;71,5
Mujeres;08 Castilla - La Mancha;Empleo público;2014T2;74,7
Mujeres;08 Castilla - La Mancha;Empleo público;2014T1;74,5
Mujeres;08 Castilla - La Mancha;Empleo público;2013T4;73,2
Mujeres;08 Castilla - La Mancha;Empleo público;2013T3;75,2
Mujeres;08 Castilla - La Mancha;Empleo público;2013T2;73,6
Mujeres;08 Castilla - La Mancha;Empleo público;2013T1;71,6
Mujeres;08 Castilla - La Mancha;Empleo público;2012T4;72,2
Mujeres;08 Castilla - La Mancha;Empleo público;2012T3;74,4
Mujeres;08 Castilla - La Mancha;Empleo público;2012T2;80,6
Mujeres;08 Castilla - La Mancha;Empleo público;2012T1;84,1
Mujeres;08 Castilla - La Mancha;Empleo público;2011T4;87,3
Mujeres;08 Castilla - La Mancha;Empleo público;2011T3;87,9
Mujeres;08 Castilla - La Mancha;Empleo público;2011T2;89,0
Mujeres;08 Castilla - La Mancha;Empleo público;2011T1;87,7
Mujeres;08 Castilla - La Mancha;Empleo público;2010T4;87,7
Mujeres;08 Castilla - La Mancha;Empleo público;2010T3;85,3
Mujeres;08 Castilla - La Mancha;Empleo público;2010T2;82,0
Mujeres;08 Castilla - La Mancha;Empleo público;2010T1;87,0
Mujeres;08 Castilla - La Mancha;Empleo público;2009T4;87,3
Mujeres;08 Castilla - La Mancha;Empleo público;2009T3;83,7
Mujeres;08 Castilla - La Mancha;Empleo público;2009T2;83,5
Mujeres;08 Castilla - La Mancha;Empleo público;2009T1;83,2
Mujeres;08 Castilla - La Mancha;Empleo público;2008T4;87,1
Mujeres;08 Castilla - La Mancha;Empleo público;2008T3;80,6
Mujeres;08 Castilla - La Mancha;Empleo público;2008T2;80,0
Mujeres;08 Castilla - La Mancha;Empleo público;2008T1;78,6
Mujeres;08 Castilla - La Mancha;Empleo público;2007T4;78,0
Mujeres;08 Castilla - La Mancha;Empleo público;2007T3;81,8
Mujeres;08 Castilla - La Mancha;Empleo público;2007T2;76,8
Mujeres;08 Castilla - La Mancha;Empleo público;2007T1;72,1
Mujeres;08 Castilla - La Mancha;Empleo público;2006T4;73,3
Mujeres;08 Castilla - La Mancha;Empleo público;2006T3;71,7
Mujeres;08 Castilla - La Mancha;Empleo público;2006T2;68,8
Mujeres;08 Castilla - La Mancha;Empleo público;2006T1;69,1
Mujeres;08 Castilla - La Mancha;Empleo público;2005T4;70,8
Mujeres;08 Castilla - La Mancha;Empleo público;2005T3;70,8
Mujeres;08 Castilla - La Mancha;Empleo público;2005T2;70,3
Mujeres;08 Castilla - La Mancha;Empleo público;2005T1;67,5
Mujeres;08 Castilla - La Mancha;Empleo público;2004T4;73,5
Mujeres;08 Castilla - La Mancha;Empleo público;2004T3;70,8
Mujeres;08 Castilla - La Mancha;Empleo público;2004T2;64,7
Mujeres;08 Castilla - La Mancha;Empleo público;2004T1;62,0
Mujeres;08 Castilla - La Mancha;Empleo público;2003T4;65,1
Mujeres;08 Castilla - La Mancha;Empleo público;2003T3;63,2
Mujeres;08 Castilla - La Mancha;Empleo público;2003T2;64,1
Mujeres;08 Castilla - La Mancha;Empleo público;2003T1;64,5
Mujeres;08 Castilla - La Mancha;Empleo público;2002T4;60,1
Mujeres;08 Castilla - La Mancha;Empleo público;2002T3;62,0
Mujeres;08 Castilla - La Mancha;Empleo público;2002T2;60,0
Mujeres;08 Castilla - La Mancha;Empleo público;2002T1;58,2
Mujeres;09 Cataluña;Empleo público;2023T1;301,2
Mujeres;09 Cataluña;Empleo público;2022T4;295,1
Mujeres;09 Cataluña;Empleo público;2022T3;266,4
Mujeres;09 Cataluña;Empleo público;2022T2;271,1
Mujeres;09 Cataluña;Empleo público;2022T1;303,6
Mujeres;09 Cataluña;Empleo público;2021T4;308,3
Mujeres;09 Cataluña;Empleo público;2021T3;313,2
Mujeres;09 Cataluña;Empleo público;2021T2;301,9
Mujeres;09 Cataluña;Empleo público;2021T1;293,7
Mujeres;09 Cataluña;Empleo público;2020T4;279,3
Mujeres;09 Cataluña;Empleo público;2020T3;261,5
Mujeres;09 Cataluña;Empleo público;2020T2;259,3
Mujeres;09 Cataluña;Empleo público;2020T1;271,5
Mujeres;09 Cataluña;Empleo público;2019T4;262,1
Mujeres;09 Cataluña;Empleo público;2019T3;270,0
Mujeres;09 Cataluña;Empleo público;2019T2;275,1
Mujeres;09 Cataluña;Empleo público;2019T1;283,8
Mujeres;09 Cataluña;Empleo público;2018T4;285,9
Mujeres;09 Cataluña;Empleo público;2018T3;274,6
Mujeres;09 Cataluña;Empleo público;2018T2;271,9
Mujeres;09 Cataluña;Empleo público;2018T1;267,9
Mujeres;09 Cataluña;Empleo público;2017T4;251,9
Mujeres;09 Cataluña;Empleo público;2017T3;251,2
Mujeres;09 Cataluña;Empleo público;2017T2;249,9
Mujeres;09 Cataluña;Empleo público;2017T1;240,7
Mujeres;09 Cataluña;Empleo público;2016T4;242,1
Mujeres;09 Cataluña;Empleo público;2016T3;249,7
Mujeres;09 Cataluña;Empleo público;2016T2;250,2
Mujeres;09 Cataluña;Empleo público;2016T1;240,5
Mujeres;09 Cataluña;Empleo público;2015T4;224,3
Mujeres;09 Cataluña;Empleo público;2015T3;236,3
Mujeres;09 Cataluña;Empleo público;2015T2;227,2
Mujeres;09 Cataluña;Empleo público;2015T1;227,6
Mujeres;09 Cataluña;Empleo público;2014T4;227,7
Mujeres;09 Cataluña;Empleo público;2014T3;232,8
Mujeres;09 Cataluña;Empleo público;2014T2;249,9
Mujeres;09 Cataluña;Empleo público;2014T1;249,3
Mujeres;09 Cataluña;Empleo público;2013T4;255,3
Mujeres;09 Cataluña;Empleo público;2013T3;237,1
Mujeres;09 Cataluña;Empleo público;2013T2;251,8
Mujeres;09 Cataluña;Empleo público;2013T1;250,1
Mujeres;09 Cataluña;Empleo público;2012T4;252,9
Mujeres;09 Cataluña;Empleo público;2012T3;259,7
Mujeres;09 Cataluña;Empleo público;2012T2;274,7
Mujeres;09 Cataluña;Empleo público;2012T1;267,0
Mujeres;09 Cataluña;Empleo público;2011T4;259,3
Mujeres;09 Cataluña;Empleo público;2011T3;248,2
Mujeres;09 Cataluña;Empleo público;2011T2;245,2
Mujeres;09 Cataluña;Empleo público;2011T1;256,1
Mujeres;09 Cataluña;Empleo público;2010T4;261,3
Mujeres;09 Cataluña;Empleo público;2010T3;251,0
Mujeres;09 Cataluña;Empleo público;2010T2;248,5
Mujeres;09 Cataluña;Empleo público;2010T1;256,9
Mujeres;09 Cataluña;Empleo público;2009T4;247,0
Mujeres;09 Cataluña;Empleo público;2009T3;236,5
Mujeres;09 Cataluña;Empleo público;2009T2;224,6
Mujeres;09 Cataluña;Empleo público;2009T1;229,5
Mujeres;09 Cataluña;Empleo público;2008T4;228,3
Mujeres;09 Cataluña;Empleo público;2008T3;223,6
Mujeres;09 Cataluña;Empleo público;2008T2;214,9
Mujeres;09 Cataluña;Empleo público;2008T1;207,6
Mujeres;09 Cataluña;Empleo público;2007T4;217,9
Mujeres;09 Cataluña;Empleo público;2007T3;214,2
Mujeres;09 Cataluña;Empleo público;2007T2;211,6
Mujeres;09 Cataluña;Empleo público;2007T1;230,2
Mujeres;09 Cataluña;Empleo público;2006T4;218,2
Mujeres;09 Cataluña;Empleo público;2006T3;212,1
Mujeres;09 Cataluña;Empleo público;2006T2;216,8
Mujeres;09 Cataluña;Empleo público;2006T1;204,3
Mujeres;09 Cataluña;Empleo público;2005T4;202,1
Mujeres;09 Cataluña;Empleo público;2005T3;208,5
Mujeres;09 Cataluña;Empleo público;2005T2;224,5
Mujeres;09 Cataluña;Empleo público;2005T1;224,6
Mujeres;09 Cataluña;Empleo público;2004T4;217,3
Mujeres;09 Cataluña;Empleo público;2004T3;206,8
Mujeres;09 Cataluña;Empleo público;2004T2;203,7
Mujeres;09 Cataluña;Empleo público;2004T1;202,4
Mujeres;09 Cataluña;Empleo público;2003T4;191,5
Mujeres;09 Cataluña;Empleo público;2003T3;182,7
Mujeres;09 Cataluña;Empleo público;2003T2;184,1
Mujeres;09 Cataluña;Empleo público;2003T1;181,6
Mujeres;09 Cataluña;Empleo público;2002T4;168,9
Mujeres;09 Cataluña;Empleo público;2002T3;157,9
Mujeres;09 Cataluña;Empleo público;2002T2;153,2
Mujeres;09 Cataluña;Empleo público;2002T1;157,8
Mujeres;10 Comunitat Valenciana;Empleo público;2023T1;201,3
Mujeres;10 Comunitat Valenciana;Empleo público;2022T4;196,7
Mujeres;10 Comunitat Valenciana;Empleo público;2022T3;213,7
Mujeres;10 Comunitat Valenciana;Empleo público;2022T2;210,2
Mujeres;10 Comunitat Valenciana;Empleo público;2022T1;212,0
Mujeres;10 Comunitat Valenciana;Empleo público;2021T4;213,6
Mujeres;10 Comunitat Valenciana;Empleo público;2021T3;207,6
Mujeres;10 Comunitat Valenciana;Empleo público;2021T2;194,5
Mujeres;10 Comunitat Valenciana;Empleo público;2021T1;185,8
Mujeres;10 Comunitat Valenciana;Empleo público;2020T4;170,3
Mujeres;10 Comunitat Valenciana;Empleo público;2020T3;180,6
Mujeres;10 Comunitat Valenciana;Empleo público;2020T2;172,3
Mujeres;10 Comunitat Valenciana;Empleo público;2020T1;168,8
Mujeres;10 Comunitat Valenciana;Empleo público;2019T4;177,6
Mujeres;10 Comunitat Valenciana;Empleo público;2019T3;169,8
Mujeres;10 Comunitat Valenciana;Empleo público;2019T2;163,9
Mujeres;10 Comunitat Valenciana;Empleo público;2019T1;168,0
Mujeres;10 Comunitat Valenciana;Empleo público;2018T4;165,2
Mujeres;10 Comunitat Valenciana;Empleo público;2018T3;165,8
Mujeres;10 Comunitat Valenciana;Empleo público;2018T2;159,3
Mujeres;10 Comunitat Valenciana;Empleo público;2018T1;156,8
Mujeres;10 Comunitat Valenciana;Empleo público;2017T4;152,0
Mujeres;10 Comunitat Valenciana;Empleo público;2017T3;140,8
Mujeres;10 Comunitat Valenciana;Empleo público;2017T2;134,4
Mujeres;10 Comunitat Valenciana;Empleo público;2017T1;134,2
Mujeres;10 Comunitat Valenciana;Empleo público;2016T4;127,2
Mujeres;10 Comunitat Valenciana;Empleo público;2016T3;136,0
Mujeres;10 Comunitat Valenciana;Empleo público;2016T2;136,6
Mujeres;10 Comunitat Valenciana;Empleo público;2016T1;151,1
Mujeres;10 Comunitat Valenciana;Empleo público;2015T4;154,9
Mujeres;10 Comunitat Valenciana;Empleo público;2015T3;145,8
Mujeres;10 Comunitat Valenciana;Empleo público;2015T2;151,6
Mujeres;10 Comunitat Valenciana;Empleo público;2015T1;146,6
Mujeres;10 Comunitat Valenciana;Empleo público;2014T4;140,0
Mujeres;10 Comunitat Valenciana;Empleo público;2014T3;130,3
Mujeres;10 Comunitat Valenciana;Empleo público;2014T2;132,3
Mujeres;10 Comunitat Valenciana;Empleo público;2014T1;132,4
Mujeres;10 Comunitat Valenciana;Empleo público;2013T4;127,0
Mujeres;10 Comunitat Valenciana;Empleo público;2013T3;130,1
Mujeres;10 Comunitat Valenciana;Empleo público;2013T2;136,8
Mujeres;10 Comunitat Valenciana;Empleo público;2013T1;139,9
Mujeres;10 Comunitat Valenciana;Empleo público;2012T4;149,9
Mujeres;10 Comunitat Valenciana;Empleo público;2012T3;149,1
Mujeres;10 Comunitat Valenciana;Empleo público;2012T2;156,2
Mujeres;10 Comunitat Valenciana;Empleo público;2012T1;161,7
Mujeres;10 Comunitat Valenciana;Empleo público;2011T4;170,1
Mujeres;10 Comunitat Valenciana;Empleo público;2011T3;160,1
Mujeres;10 Comunitat Valenciana;Empleo público;2011T2;159,2
Mujeres;10 Comunitat Valenciana;Empleo público;2011T1;155,8
Mujeres;10 Comunitat Valenciana;Empleo público;2010T4;150,2
Mujeres;10 Comunitat Valenciana;Empleo público;2010T3;148,8
Mujeres;10 Comunitat Valenciana;Empleo público;2010T2;144,3
Mujeres;10 Comunitat Valenciana;Empleo público;2010T1;154,2
Mujeres;10 Comunitat Valenciana;Empleo público;2009T4;143,7
Mujeres;10 Comunitat Valenciana;Empleo público;2009T3;139,6
Mujeres;10 Comunitat Valenciana;Empleo público;2009T2;140,6
Mujeres;10 Comunitat Valenciana;Empleo público;2009T1;133,7
Mujeres;10 Comunitat Valenciana;Empleo público;2008T4;139,6
Mujeres;10 Comunitat Valenciana;Empleo público;2008T3;139,1
Mujeres;10 Comunitat Valenciana;Empleo público;2008T2;137,2
Mujeres;10 Comunitat Valenciana;Empleo público;2008T1;133,7
Mujeres;10 Comunitat Valenciana;Empleo público;2007T4;132,6
Mujeres;10 Comunitat Valenciana;Empleo público;2007T3;130,2
Mujeres;10 Comunitat Valenciana;Empleo público;2007T2;124,4
Mujeres;10 Comunitat Valenciana;Empleo público;2007T1;125,3
Mujeres;10 Comunitat Valenciana;Empleo público;2006T4;122,5
Mujeres;10 Comunitat Valenciana;Empleo público;2006T3;137,3
Mujeres;10 Comunitat Valenciana;Empleo público;2006T2;133,0
Mujeres;10 Comunitat Valenciana;Empleo público;2006T1;135,4
Mujeres;10 Comunitat Valenciana;Empleo público;2005T4;132,9
Mujeres;10 Comunitat Valenciana;Empleo público;2005T3;134,5
Mujeres;10 Comunitat Valenciana;Empleo público;2005T2;129,2
Mujeres;10 Comunitat Valenciana;Empleo público;2005T1;120,7
Mujeres;10 Comunitat Valenciana;Empleo público;2004T4;122,5
Mujeres;10 Comunitat Valenciana;Empleo público;2004T3;118,7
Mujeres;10 Comunitat Valenciana;Empleo público;2004T2;120,4
Mujeres;10 Comunitat Valenciana;Empleo público;2004T1;115,9
Mujeres;10 Comunitat Valenciana;Empleo público;2003T4;115,9
Mujeres;10 Comunitat Valenciana;Empleo público;2003T3;118,9
Mujeres;10 Comunitat Valenciana;Empleo público;2003T2;119,9
Mujeres;10 Comunitat Valenciana;Empleo público;2003T1;117,1
Mujeres;10 Comunitat Valenciana;Empleo público;2002T4;108,7
Mujeres;10 Comunitat Valenciana;Empleo público;2002T3;108,1
Mujeres;10 Comunitat Valenciana;Empleo público;2002T2;105,9
Mujeres;10 Comunitat Valenciana;Empleo público;2002T1;105,6
Mujeres;11 Extremadura;Empleo público;2023T1;66,3
Mujeres;11 Extremadura;Empleo público;2022T4;62,3
Mujeres;11 Extremadura;Empleo público;2022T3;65,5
Mujeres;11 Extremadura;Empleo público;2022T2;60,4
Mujeres;11 Extremadura;Empleo público;2022T1;61,6
Mujeres;11 Extremadura;Empleo público;2021T4;57,1
Mujeres;11 Extremadura;Empleo público;2021T3;57,5
Mujeres;11 Extremadura;Empleo público;2021T2;50,2
Mujeres;11 Extremadura;Empleo público;2021T1;51,7
Mujeres;11 Extremadura;Empleo público;2020T4;54,7
Mujeres;11 Extremadura;Empleo público;2020T3;54,8
Mujeres;11 Extremadura;Empleo público;2020T2;54,4
Mujeres;11 Extremadura;Empleo público;2020T1;54,5
Mujeres;11 Extremadura;Empleo público;2019T4;52,4
Mujeres;11 Extremadura;Empleo público;2019T3;51,8
Mujeres;11 Extremadura;Empleo público;2019T2;48,6
Mujeres;11 Extremadura;Empleo público;2019T1;49,0
Mujeres;11 Extremadura;Empleo público;2018T4;48,2
Mujeres;11 Extremadura;Empleo público;2018T3;52,2
Mujeres;11 Extremadura;Empleo público;2018T2;50,3
Mujeres;11 Extremadura;Empleo público;2018T1;50,9
Mujeres;11 Extremadura;Empleo público;2017T4;51,4
Mujeres;11 Extremadura;Empleo público;2017T3;51,2
Mujeres;11 Extremadura;Empleo público;2017T2;52,1
Mujeres;11 Extremadura;Empleo público;2017T1;49,0
Mujeres;11 Extremadura;Empleo público;2016T4;48,3
Mujeres;11 Extremadura;Empleo público;2016T3;50,4
Mujeres;11 Extremadura;Empleo público;2016T2;48,9
Mujeres;11 Extremadura;Empleo público;2016T1;48,4
Mujeres;11 Extremadura;Empleo público;2015T4;46,8
Mujeres;11 Extremadura;Empleo público;2015T3;48,0
Mujeres;11 Extremadura;Empleo público;2015T2;44,5
Mujeres;11 Extremadura;Empleo público;2015T1;46,2
Mujeres;11 Extremadura;Empleo público;2014T4;47,7
Mujeres;11 Extremadura;Empleo público;2014T3;43,8
Mujeres;11 Extremadura;Empleo público;2014T2;45,8
Mujeres;11 Extremadura;Empleo público;2014T1;47,9
Mujeres;11 Extremadura;Empleo público;2013T4;45,8
